2019-06-03 16:56:59.815 | INFO     | __main__:<module>:46 - 构建音频中！
2019-06-03 16:56:59.953 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365769.wav] 86.145625

2019-06-03 16:56:59.955 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365782.wav] 87.998625

2019-06-03 16:56:59.955 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/1365760013657610.wav] 89.396438

2019-06-03 16:56:59.958 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365766.wav] 80.343563

2019-06-03 16:56:59.962 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365786.wav] 4.958625

2019-06-03 16:56:59.963 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365763.wav] 65.456688

2019-06-03 16:56:59.962 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/1365786013657810.wav] 86.398625

2019-06-03 16:56:59.961 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365789.wav] 82.198625

2019-06-03 16:56:59.960 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365764.wav] 88.653375

2019-06-03 16:56:59.967 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365765.wav] 77.020188

2019-06-03 16:56:59.968 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365784.wav] 75.678625

2019-06-03 16:56:59.972 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/1365760013657611.wav] 78.993875

2019-06-03 16:56:59.977 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332027.wav] 91.678625

2019-06-03 16:56:59.977 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365787.wav] 77.038625

2019-06-03 16:56:59.979 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/1332027713320210.wav] 101.078625

2019-06-03 16:56:59.981 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365785.wav] 70.678625

2019-06-03 16:56:59.956 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365783.wav] 83.878625

2019-06-03 16:56:59.987 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331863.wav] 51.873000

2019-06-03 16:56:59.988 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332024.wav] 97.158625

2019-06-03 16:56:59.962 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/1365786013657811.wav] 83.358625

2019-06-03 16:56:59.990 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/1332027713320211.wav] 82.558625

2019-06-03 16:56:59.991 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332023.wav] 90.358625

2019-06-03 16:56:59.994 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332025.wav] 80.678625

2019-06-03 16:56:59.996 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332026.wav] 75.838625

2019-06-03 16:56:59.997 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331865.wav] 45.545938

2019-06-03 16:56:59.997 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365762.wav] 75.859188

2019-06-03 16:56:59.999 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657600/136576001365767.wav] 75.441250

2019-06-03 16:57:00.004 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331869.wav] 51.420812

2019-06-03 16:57:00.005 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332028.wav] 89.838625

2019-06-03 16:57:00.007 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/1331866613318611.wav] 57.049937

2019-06-03 16:57:00.009 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/1331866613318610.wav] 51.362125

2019-06-03 16:57:00.010 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331868.wav] 55.541750

2019-06-03 16:57:00.009 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13657860/136578601365788.wav] 85.038625

2019-06-03 16:57:00.013 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332029.wav] 89.398625

2019-06-03 16:57:00.014 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332113.wav] 83.038625

2019-06-03 16:57:00.016 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332117.wav] 73.718625

2019-06-03 16:57:00.016 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332114.wav] 71.878625

2019-06-03 16:57:00.020 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331864.wav] 60.998438

2019-06-03 16:57:00.021 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332115.wav] 82.198625

2019-06-03 16:57:00.021 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13318666/133186661331866.wav] 48.039875

2019-06-03 16:57:00.021 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332116.wav] 79.998625

2019-06-03 16:57:00.025 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/1332112913321111.wav] 83.038625

2019-06-03 16:57:00.028 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13320277/133202771332022.wav] 25.478625

2019-06-03 16:57:00.029 | DEBUG    | __main__:acquire_time:18 - [/home/projectmanager2/chenranfang/KS/wav/13321129/133211291332119.wav] 75.638625

